-0.55895	-1.2745	1
-0.78953	1.1064	-1
-0.31923	-0.80458	1
1.2963	-0.97473	1
-1.5613	-1.0146	-1
-0.97973	0.61385	-1
1.2613	-1.3185	1
0.21873	-1.0336	1
1.4122	1.0263	-1
0.6492	1.218	-1
0.44326	0.73322	-1
-1.2606	-0.89872	-1
1.1983	0.2923	-1
1.1228	1.3361	-1
-1.2545	-0.27009	-1
-0.12916	1.3753	-1
-0.31544	1.3574	-1
-1.259	1.0541	-1
-0.49578	1.2563	-1
1.2786	-0.59562	-1
-1.1116	-0.69097	-1
1.0374	0.48045	-1
0.11233	0.3825	1
-0.24691	-1.0034	1
0.12493	1.0347	1
0.38965	1.1797	-1
-0.20834	0.58249	1
-0.6784	-0.17554	1
-0.54908	1.1765	-1
-0.97667	0.61052	-1
-1.1687	1.098	-1
-0.23992	-0.88108	1
-0.22253	-0.4886	1
-0.90697	0.4449	-1
-0.94988	0.47169	-1
-0.13653	0.66484	1
-0.47999	-0.5911	1
1.1499	0.95102	-1
0.48805	1.02	-1
0.41506	-0.79976	1
-0.52035	-0.21761	1
-0.21073	0.087541	1
0.86772	1.3679	-1
-0.49229	0.23056	1
-0.51514	0.072838	1
-0.91666	0.51237	-1
0.52434	1.0199	-1
0.68754	-0.39792	1
-0.69517	-0.76101	1
0.40287	-0.52504	1
0.75157	0.066906	-1
-0.2091	0.49922	1
0.81765	-0.51435	1
0.8136	1.3815	-1
0.90146	0.38952	-1
-0.38159	-0.5657	1
-0.90551	-0.77431	1
0.55022	0.37254	-1
-0.20189	-0.50822	1
0.096621	-0.50414	1
-0.011485	-0.68692	1
0.594	0.59898	-1
-0.21945	-0.69956	1
0.63741	-0.42183	1
0.27585	-0.30974	1
-1.1176	0.083948	-1
-0.28378	-0.56451	1
0.3846	-0.74636	1
-0.1788	0.50065	1
0.82906	1.2994	-1
0.62594	0.84305	-1
-0.12012	-0.0084204	1
-0.098039	-0.38905	1
1.0438	0.37938	-1
0.064909	-0.34073	1
0.8829	0.49007	-1
0.48572	-0.46228	1
0.61572	-0.39535	1
-0.8857	-0.20198	-1
1.0655	-0.09373	-1
-0.53161	0.098903	1
0.080503	0.52393	1
0.45578	0.37821	1
-0.70143	-0.083698	1
-0.65667	0.72057	-1
0.41006	-0.59458	1
-0.97358	-0.012968	-1
-0.88356	0.99736	-1
-0.16121	-0.6354	1
-0.62673	0.89059	-1
0.50959	0.32916	1
0.69769	-0.29178	1
-0.62271	-0.45522	1
-0.9555	-0.54323	1
-0.76369	0.81224	-1
0.91628	0.13211	-1
-0.86085	0.40251	-1
0.84679	0.83759	-1
1.0276	1.1461	-1
0.94044	0.50821	-1
-0.33934	1.021	-1
0.57132	0.79522	-1
-0.47999	-0.6461	1
0.14396	-0.63786	1
0.48888	-0.62973	1
-0.7206	0.61407	-1
0.013129	0.75631	1
0.6477	-0.47103	1
-0.83752	-0.2437	-1
-0.47494	0.31913	1
0.90275	-0.23924	-1
0.81956	-0.41701	1
-0.66908	-0.29444	1
-0.60834	-0.1324	1
0.95171	0.14911	-1
0.012308	0.011519	1
-0.80112	1.3108	-1
-0.60282	0.6697	-1
0.70834	0.017625	-1
-0.81497	0.05927	-1
0.37384	0.081117	1
-0.12396	1.2711	-1
0.82051	-0.36788	1
-0.79002	0.55828	-1
-0.94232	0.34382	-1
0.0047137	-0.086222	1
-0.90009	-0.14312	-1
0.36842	0.64402	-1
-0.858	0.15512	-1
-0.79794	-0.31347	1
-0.91001	-0.25247	-1
0.049616	0.78726	1
0.23177	-0.15024	1
0.28861	-0.32407	1
-0.066137	0.087994	1
0.18038	0.08992	1
0.4401	0.87262	-1
0.34499	0.34664	1
0.15355	0.9715	1
0.13648	-0.21354	1
-0.12289	0.23459	1
0.70432	-0.1903	1
0.030352	0.25763	1
-0.5061	0.046185	1
0.77747	-0.048924	-1
-0.22197	-0.027686	1
-0.082708	0.73037	1
-0.05826	0.59555	1
0.092244	0.1713	1
0.19194	0.57937	1
-0.82388	1.2572	-1
-0.65274	-0.39911	1
0.71527	0.82991	-1
0.82581	0.29354	-1
-0.51794	-0.12618	1
-0.77793	0.0096866	-1
0.7648	0.22214	-1
-0.11118	0.62616	1
-0.49637	0.39766	-1
0.76214	-0.43105	1
0.28044	0.9928	-1
0.72315	0.5343	-1
-0.53037	-0.48464	1
0.35298	0.4605	1
-0.0054731	1.146	1
0.59174	0.72657	-1
0.84788	0.047175	-1
0.71733	0.80452	-1
0.5332	-0.2136	1
0.20416	0.69294	1
-0.50737	0.22308	1
-0.76203	0.4695	-1
-0.15844	-0.20661	1
-0.46935	-0.14845	1
0.63923	0.9817	-1
-0.6859	0.77421	-1
-0.81143	-0.31331	1
0.47292	1.2059	-1
0.38227	1.351	-1
0.29187	0.30779	1
0.52615	1.2536	-1
0.13835	1.0465	1
-0.68111	-0.094123	1
0.14887	-0.037473	1
0.79422	0.45992	-1
-0.89352	0.75507	-1
0.11227	-0.25285	1
0.71843	-0.29518	1
-0.40732	-0.2312	1
-0.69247	-0.13807	1
-0.70908	0.21113	-1
-0.49453	1.2924	-1
0.67791	0.24948	-1
-0.84786	0.74263	-1
0.30369	-0.26803	1
0.034883	0.43519	1
0.23286	-0.41209	1
-0.15425	1.1817	-1
0.60389	0.31066	-1
0.26776	1.1257	-1
-0.52633	1.1953	-1
0.72572	0.42029	-1
-0.090272	0.27809	1
-0.73599	0.47688	-1
-0.80486	-0.11381	-1
0.0025522	0.084887	1
0.23071	0.60643	1
0.84381	0.78666	-1
0.030861	-0.26733	1
0.52715	-0.32842	1
-0.39866	0.43113	1
0.28205	0.34305	1
0.032512	1.3631	-1
0.80528	0.23728	-1
-0.7456	0.55868	-1
0.14527	0.57752	1
-0.67468	0.31211	-1
-0.12383	0.49106	1
0.13113	0.97166	1
-0.62158	0.91763	-1
0.24526	0.61656	1
-0.22237	0.22872	1
-0.84568	0.23003	-1
0.8146	0.51412	-1
0.72661	0.35623	-1
0.6393	0.4635	-1
-0.0089982	0.60598	1
-0.71898	0.042028	-1
-0.73494	-0.27798	1
0.36225	-0.078953	1
0.4819	0.50445	-1
-0.52758	0.15285	1
0.73741	-0.11043	-1
-0.49208	0.31405	1
-0.50876	1.3733	-1
0.18993	1.0168	-1
0.46237	1.1031	-1
-0.03998	0.17611	1
-0.11146	1.3468	-1
0.24078	-0.34799	1
-0.43982	0.43918	1
-0.47357	0.2841	1
-0.06205	0.87546	1
-0.1674	0.18206	1
-0.6771	1.2058	-1
-0.10609	0.82285	1
-0.31986	1.3059	-1
0.47735	-0.038179	1
-0.81102	-0.08855	-1
0.39145	0.78853	-1
0.54339	1.0118	-1
0.67799	1.336	-1
-0.1325	0.29169	1
0.81188	1.1963	-1
-0.30054	0.85374	-1
-0.55284	0.46342	-1
0.13181	-0.11238	1
0.57386	-0.14518	1
0.035942	1.1449	1
-0.2831	1.1427	-1
0.52275	0.43234	-1
0.75713	0.062408	-1
-0.071353	0.29958	1
0.14464	0.6717	1
0.062579	-0.29673	1
-0.83483	1.1783	-1
0.55364	-0.20454	1
-0.59864	0.67291	-1
0.063961	1.1936	1
0.18567	0.68929	1
-0.6313	1.208	-1
-0.062707	1.2887	-1
0.085496	0.15604	1
-0.49735	0.4228	-1
-0.38051	0.78913	-1
-0.54669	0.78938	-1
0.30134	1.204	-1
-0.59592	-0.26267	1
-0.18039	1.2184	-1
-0.14221	0.82056	1
-0.23016	1.1826	-1
