-0.16668	-0.39132	1
-0.23669	0.35022	-1
-0.096698	-0.25825	1
0.39329	-0.31672	1
-0.48672	-0.3352	-1
-0.31673	0.20632	-1
0.41326	-0.44447	1
0.073247	-0.35766	1
0.47324	0.36084	-1
0.22323	0.43234	-1
0.15322	0.26383	-1
-0.4368	-0.32468	-1
0.42319	0.1068	-1
0.40318	0.48828	-1
-0.45683	-0.10025	-1
-0.047838	0.51122	-1
-0.11685	0.51268	-1
-0.46686	0.40414	-1
-0.18687	0.48559	-1
0.48312	-0.23296	-1
-0.42689	-0.27152	-1
0.4031	0.18992	-1
0.044089	0.15135	1
-0.096922	-0.39722	1
0.049068	0.4142	1
0.15306	0.47562	-1
-0.081952	0.23704	1
-0.26696	-0.071552	1
-0.21697	0.47985	-1
-0.38698	0.25125	-1
-0.46699	0.45265	-1
-0.097003	-0.36596	1
-0.090013	-0.20457	1
-0.36702	0.18681	-1
-0.38703	0.19819	-1
-0.056042	0.27956	1
-0.19705	-0.24907	1
0.47294	0.40229	-1
0.20293	0.43365	-1
0.17292	-0.342	1
-0.21709	-0.093645	1
-0.088101	0.0377	1
0.36289	0.58904	-1
-0.20712	0.10038	1
-0.21713	0.03171	1
-0.38714	0.22304	-1
0.22285	0.44436	-1
0.29284	-0.17432	1
-0.29717	-0.33401	1
0.17282	-0.2317	1
0.32281	0.029609	-1
-0.090196	0.22091	1
0.35279	-0.22779	1
0.35279	0.6135	-1
0.39278	0.17479	-1
-0.16723	-0.25393	1
-0.39724	-0.34865	1
0.24275	0.16863	-1
-0.089261	-0.2301	1
0.04273	-0.22883	1
-0.0050793	-0.31257	1
0.26271	0.27369	-1
-0.097297	-0.32006	1
0.28269	-0.19381	1
0.12268	-0.14256	1
-0.49732	0.03868	-1
-0.12733	-0.26008	1
0.17266	-0.34485	1
-0.080351	0.23238	1
0.37264	0.60361	-1
0.28263	0.39483	-1
-0.054377	-0.0039552	1
-0.044386	-0.18274	1
0.47261	0.17847	-1
0.029596	-0.16033	1
0.40259	0.23087	-1
0.22258	-0.21793	1
0.28257	-0.18674	1
-0.40744	-0.095547	-1
0.49255	-0.044362	-1
-0.24746	0.046819	1
0.037536	0.248	1
0.21253	0.17917	1
-0.32748	-0.039661	1
-0.30749	0.3415	-1
0.1925	-0.28233	1
-0.45751	-0.0061759	-1
-0.41751	0.47498	-1
-0.076522	-0.30387	1
-0.29753	0.42727	-1
0.24246	0.15842	1
0.33245	-0.14044	1
-0.29755	-0.21931	1
-0.45756	-0.26218	1
-0.36757	0.39295	-1
0.44242	0.064072	-1
-0.41759	0.19519	-1
0.4124	0.40631	-1
0.5024	0.55742	-1
0.46239	0.24853	-1
-0.16762	0.49963	-1
0.28237	0.39073	-1
-0.23764	-0.31817	1
0.071357	-0.31507	1
0.24235	-0.31198	1
-0.35766	0.3051	-1
0.0065334	0.37619	1
0.32233	-0.23473	1
-0.41768	-0.12166	-1
-0.23769	0.15941	1
0.4523	-0.11952	-1
0.41229	-0.20845	1
-0.33771	-0.14739	1
-0.30772	-0.066333	1
0.48227	0.074721	-1
0.0062643	0.0057719	1
-0.40774	0.65682	-1
-0.30775	0.33786	-1
0.36224	0.0089038	-1
-0.41777	0.029941	-1
0.19223	0.040974	1
-0.063781	0.642	-1
0.42221	-0.18697	1
-0.4078	0.28405	-1
-0.4878	0.17507	-1
0.0024499	-0.04391	1
-0.46782	-0.072896	-1
0.19218	0.32811	-1
-0.44783	0.079119	-1
-0.41784	-0.15988	1
-0.47785	-0.12888	-1
0.026146	0.40212	1
0.12214	-0.076889	1
0.15213	-0.1659	1
-0.034875	0.045087	1
0.095118	0.04607	1
0.23211	0.44705	-1
0.1821	0.17803	1
0.081097	0.499	1
0.07209	-0.11003	1
-0.064917	0.12094	1
0.37208	-0.0981	1
0.016069	0.13286	1
-0.26794	0.023817	1
0.41206	-0.025229	-1
-0.11795	-0.014278	1
-0.043958	0.37667	1
-0.030965	0.30761	1
0.049028	0.088555	1
0.10202	0.29949	1
-0.43799	0.65043	-1
-0.34799	-0.20764	1
0.382	0.43229	-1
0.44199	0.15322	-1
-0.27801	-0.065862	1
-0.41802	0.0050572	-1
0.41197	0.11597	-1
-0.060032	0.32689	1
-0.26804	0.2078	-1
0.41195	-0.2253	1
0.15195	0.51961	-1
0.39194	0.28051	-1
-0.28806	-0.25459	1
0.19193	0.2423	1
-0.0029775	0.6032	1
0.32192	0.38409	-1
0.46191	0.024972	-1
0.3919	0.42586	-1
0.2919	-0.11326	1
0.11189	0.36761	1
-0.27812	0.11849	1
-0.41812	0.24936	-1
-0.087128	-0.10977	1
-0.25813	-0.078905	1
0.35186	0.52196	-1
-0.37815	0.41282	-1
-0.44815	-0.16732	1
0.26184	0.64453	-1
0.21183	0.72538	-1
0.16183	0.16623	1
0.29182	0.67708	-1
0.076816	0.56792	1
-0.37819	-0.051241	1
0.082804	-0.020404	1
0.4418	0.25043	-1
-0.49821	0.41126	-1
0.062786	-0.13791	1
0.40178	-0.16108	1
-0.22823	-0.12626	1
-0.38823	-0.075437	1
-0.39824	0.11538	-1
-0.27824	0.7062	-1
0.38175	0.13701	-1
-0.47825	0.40782	-1
0.17174	-0.14737	1
0.019734	0.23943	1
0.13173	-0.22677	1
-0.087278	0.65103	-1
0.34172	0.17183	-1
0.15171	0.62262	-1
-0.2983	0.66341	-1
0.4117	0.2342	-1
-0.051307	0.15499	1
-0.41831	0.26577	-1
-0.45832	-0.063447	-1
0.0014566	0.047331	1
0.13167	0.33811	1
0.48167	0.43888	-1
0.01766	-0.14935	1
0.30165	-0.18358	1
-0.22835	0.24118	1
0.16164	0.19195	1
0.018638	0.76271	-1
0.46163	0.13346	-1
-0.42837	0.31422	-1
0.083622	0.32497	1
-0.38838	0.17572	-1
-0.071389	0.27647	1
0.075605	0.54721	1
-0.3584	0.51796	-1
0.14159	0.3487	1
-0.12841	0.12943	1
-0.48842	0.13017	-1
0.47158	0.2909	-1
0.42157	0.20163	-1
0.37157	0.26236	-1
-0.005237	0.34309	1
-0.41844	0.023809	-1
-0.42845	-0.15747	1
0.21155	-0.044752	1
0.28154	0.28596	-1
-0.30846	0.086677	1
0.43153	-0.062612	-1
-0.28847	0.1781	1
-0.29848	0.7788	-1
0.11152	0.57951	-1
0.27151	0.63021	-1
-0.023493	0.10091	1
-0.065498	0.77161	-1
0.1415	-0.2003	1
-0.25851	0.25299	1
-0.27851	0.16368	1
-0.036518	0.50437	1
-0.098523	0.10506	1
-0.39853	0.69574	-1
-0.062533	0.47642	1
-0.18854	0.7571	-1
0.28146	-0.022226	1
-0.47855	-0.051552	-1
0.23145	0.45912	-1
0.32144	0.58979	-1
0.40144	0.78046	-1
-0.078567	0.17112	1
0.48143	0.70179	-1
-0.17858	0.50245	-1
-0.32858	0.2731	-1
0.078414	-0.066239	1
0.34141	-0.085585	1
0.021405	0.67507	1
-0.1686	0.67572	-1
0.3114	0.25636	-1
0.45139	0.03701	-1
-0.042614	0.17765	1
0.086381	0.39829	1
0.037377	-0.17607	1
-0.49863	0.69957	-1
0.33137	-0.1218	1
-0.35864	0.40084	-1
0.038359	0.71147	1
0.11135	0.4121	1
-0.37865	0.72272	-1
-0.037655	0.77335	-1
0.051341	0.093969	1
-0.29866	0.25459	-1
-0.22867	0.47521	-1
-0.32867	0.47582	-1
0.18132	0.72644	-1
-0.35868	-0.15895	1
-0.10869	0.73766	-1
-0.08569	0.49827	1
-0.13869	0.71887	-1
0.2313	0.36948	-1
-0.3587	0.32008	-1
-0.086708	0.31068	1
0.25129	0.76128	-1
-0.059716	0.011871	1
-0.098721	-0.11553	1
-0.12872	-0.036943	1
-0.20873	0.18365	1
0.25127	0.17423	1
-0.37874	0.32482	-1
0.49126	0.8154	-1
0.50125	-0.014014	-1
0.36125	-0.10443	1
0.27125	0.22714	1
-0.31876	0.54772	-1
0.40124	0.058295	-1
0.25123	-0.011133	1
0.27123	-0.12356	1
-0.070775	0.65001	1
